clean_NNAJ_actors|Departamento|Filename|Year|categoria|place|LOC|lat|lon|period
Consejo Comunitario De Comunidades Negras De Mandinguilla|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Astrea|Astrea, Magdalena|9.499569752906764|-73.97463916706934|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De Mandinguilla|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Chimichagua|Chimichagua, Magdalena|9.258032300000002|-73.8142384|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De Mandinguilla|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Tamalameque|Tamalameque, Magdalena|10.33333|-74.54198|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De Mandinguilla|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||El Banco|El Banco, Magdalena|9.003506999999999|-73.97386399999999|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De Mandinguilla|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Guamal|Guamal, Magdalena|9.144527|-74.22629400000001|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De Mandinguilla|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||San Sebastián|San Sebastián, Magdalena|9.2389289|-74.3500155|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Astrea|Astrea, Magdalena|9.499569752906764|-73.97463916706934|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Chimichagua|Chimichagua, Magdalena|9.258032300000002|-73.8142384|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Tamalameque|Tamalameque, Magdalena|10.33333|-74.54198|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||El Banco|El Banco, Magdalena|9.003506999999999|-73.97386399999999|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Guamal|Guamal, Magdalena|9.144527|-74.22629400000001|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||San Sebastián|San Sebastián, Magdalena|9.2389289|-74.3500155|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De La Mata  Consej|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Astrea|Astrea, Magdalena|9.499569752906764|-73.97463916706934|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De La Mata  Consej|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Chimichagua|Chimichagua, Magdalena|9.258032300000002|-73.8142384|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De La Mata  Consej|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Tamalameque|Tamalameque, Magdalena|10.33333|-74.54198|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De La Mata  Consej|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||El Banco|El Banco, Magdalena|9.003506999999999|-73.97386399999999|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De La Mata  Consej|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Guamal|Guamal, Magdalena|9.144527|-74.22629400000001|Post-Agreement (2017-2022)
Consejo Comunitario De Comunidades Negras De La Mata  Consej|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||San Sebastián|San Sebastián, Magdalena|9.2389289|-74.3500155|Post-Agreement (2017-2022)
Confinamiento|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Astrea|Astrea, Magdalena|9.499569752906764|-73.97463916706934|Post-Agreement (2017-2022)
Confinamiento|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Chimichagua|Chimichagua, Magdalena|9.258032300000002|-73.8142384|Post-Agreement (2017-2022)
Confinamiento|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Tamalameque|Tamalameque, Magdalena|10.33333|-74.54198|Post-Agreement (2017-2022)
Confinamiento|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||El Banco|El Banco, Magdalena|9.003506999999999|-73.97386399999999|Post-Agreement (2017-2022)
Confinamiento|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Guamal|Guamal, Magdalena|9.144527|-74.22629400000001|Post-Agreement (2017-2022)
Confinamiento|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||San Sebastián|San Sebastián, Magdalena|9.2389289|-74.3500155|Post-Agreement (2017-2022)
Rehenes|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Astrea|Astrea, Magdalena|9.499569752906764|-73.97463916706934|Post-Agreement (2017-2022)
Rehenes|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Chimichagua|Chimichagua, Magdalena|9.258032300000002|-73.8142384|Post-Agreement (2017-2022)
Rehenes|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Tamalameque|Tamalameque, Magdalena|10.33333|-74.54198|Post-Agreement (2017-2022)
Rehenes|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||El Banco|El Banco, Magdalena|9.003506999999999|-73.97386399999999|Post-Agreement (2017-2022)
Rehenes|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Guamal|Guamal, Magdalena|9.144527|-74.22629400000001|Post-Agreement (2017-2022)
Rehenes|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||San Sebastián|San Sebastián, Magdalena|9.2389289|-74.3500155|Post-Agreement (2017-2022)
Clan|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021|Nuevos Paramilitares (Narco-Para)|Astrea|Astrea, Magdalena|9.499569752906764|-73.97463916706934|Post-Agreement (2017-2022)
Clan|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021|Nuevos Paramilitares (Narco-Para)|Chimichagua|Chimichagua, Magdalena|9.258032300000002|-73.8142384|Post-Agreement (2017-2022)
Clan|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021|Nuevos Paramilitares (Narco-Para)|Tamalameque|Tamalameque, Magdalena|10.33333|-74.54198|Post-Agreement (2017-2022)
Clan|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021|Nuevos Paramilitares (Narco-Para)|El Banco|El Banco, Magdalena|9.003506999999999|-73.97386399999999|Post-Agreement (2017-2022)
Clan|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021|Nuevos Paramilitares (Narco-Para)|Guamal|Guamal, Magdalena|9.144527|-74.22629400000001|Post-Agreement (2017-2022)
Clan|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021|Nuevos Paramilitares (Narco-Para)|San Sebastián|San Sebastián, Magdalena|9.2389289|-74.3500155|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Astrea|Astrea, Magdalena|9.499569752906764|-73.97463916706934|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Chimichagua|Chimichagua, Magdalena|9.258032300000002|-73.8142384|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Tamalameque|Tamalameque, Magdalena|10.33333|-74.54198|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||El Banco|El Banco, Magdalena|9.003506999999999|-73.97386399999999|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Guamal|Guamal, Magdalena|9.144527|-74.22629400000001|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||San Sebastián|San Sebastián, Magdalena|9.2389289|-74.3500155|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Astrea|Astrea, Magdalena|9.499569752906764|-73.97463916706934|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Chimichagua|Chimichagua, Magdalena|9.258032300000002|-73.8142384|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Tamalameque|Tamalameque, Magdalena|10.33333|-74.54198|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||El Banco|El Banco, Magdalena|9.003506999999999|-73.97386399999999|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Guamal|Guamal, Magdalena|9.144527|-74.22629400000001|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||San Sebastián|San Sebastián, Magdalena|9.2389289|-74.3500155|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Astrea|Astrea, Magdalena|9.499569752906764|-73.97463916706934|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Chimichagua|Chimichagua, Magdalena|9.258032300000002|-73.8142384|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Tamalameque|Tamalameque, Magdalena|10.33333|-74.54198|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||El Banco|El Banco, Magdalena|9.003506999999999|-73.97386399999999|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Guamal|Guamal, Magdalena|9.144527|-74.22629400000001|Post-Agreement (2017-2022)
Hp|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||San Sebastián|San Sebastián, Magdalena|9.2389289|-74.3500155|Post-Agreement (2017-2022)
Dane|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Astrea|Astrea, Magdalena|9.499569752906764|-73.97463916706934|Post-Agreement (2017-2022)
Dane|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Chimichagua|Chimichagua, Magdalena|9.258032300000002|-73.8142384|Post-Agreement (2017-2022)
Dane|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Tamalameque|Tamalameque, Magdalena|10.33333|-74.54198|Post-Agreement (2017-2022)
Dane|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||El Banco|El Banco, Magdalena|9.003506999999999|-73.97386399999999|Post-Agreement (2017-2022)
Dane|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||Guamal|Guamal, Magdalena|9.144527|-74.22629400000001|Post-Agreement (2017-2022)
Dane|Magdalena|AT N° 012-2021 CES-Astrea, Chimichagua, Tamalameque MAG-El Banco, Guamal, San Sebastián of.pdf|2021||San Sebastián|San Sebastián, Magdalena|9.2389289|-74.3500155|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021|Guerrillas|San Miguel|San Miguel, Putumayo|0.33002|-76.87635999999999|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021|Guerrillas|Orito|Orito, Putumayo|0.6766344999999999|-76.87960609999999|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021|Guerrillas|Puerto Caicedo|Puerto Caicedo, Putumayo|0.6842064|-76.60416169999999|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021|Guerrillas|Puerto Asís|Puerto Asís, Putumayo|0.4985097|-76.4977428|Post-Agreement (2017-2022)
Fuerzas Armadas Revolucionarias - Ejército Del Pueblo|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021|Guerrillas|Valle de Guamuez|Valle de Guamuez, Putumayo|0.4015861|-76.7798172|Post-Agreement (2017-2022)
Juventud Y Adulto Mayor|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021||San Miguel|San Miguel, Putumayo|0.33002|-76.87635999999999|Post-Agreement (2017-2022)
Juventud Y Adulto Mayor|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021||Orito|Orito, Putumayo|0.6766344999999999|-76.87960609999999|Post-Agreement (2017-2022)
Juventud Y Adulto Mayor|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021||Puerto Caicedo|Puerto Caicedo, Putumayo|0.6842064|-76.60416169999999|Post-Agreement (2017-2022)
Juventud Y Adulto Mayor|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021||Puerto Asís|Puerto Asís, Putumayo|0.4985097|-76.4977428|Post-Agreement (2017-2022)
Juventud Y Adulto Mayor|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021||Valle de Guamuez|Valle de Guamuez, Putumayo|0.4015861|-76.7798172|Post-Agreement (2017-2022)
Secretar Ía De Educación Departamental|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021||San Miguel|San Miguel, Putumayo|0.33002|-76.87635999999999|Post-Agreement (2017-2022)
Secretar Ía De Educación Departamental|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021||Orito|Orito, Putumayo|0.6766344999999999|-76.87960609999999|Post-Agreement (2017-2022)
Secretar Ía De Educación Departamental|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021||Puerto Caicedo|Puerto Caicedo, Putumayo|0.6842064|-76.60416169999999|Post-Agreement (2017-2022)
Secretar Ía De Educación Departamental|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021||Puerto Asís|Puerto Asís, Putumayo|0.4985097|-76.4977428|Post-Agreement (2017-2022)
Secretar Ía De Educación Departamental|Putumayo|AT N° 013-2021 PUT- Orito, Puerto Asís, Puerto Caicedo, San Miguel y Valle de Guamuez of.pdf|2021||Valle de Guamuez|Valle de Guamuez, Putumayo|0.4015861|-76.7798172|Post-Agreement (2017-2022)
Grupo Armado Ilegal|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Grupo Armado Ilegal|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Grupo Armado Ilegal|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Boca|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Boca|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Boca|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Asociación Integral Del Atrato Cocomacia|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Asociación Integral Del Atrato Cocomacia|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Asociación Integral Del Atrato Cocomacia|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Asociación Integral Del Atrato Cocomacia El|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Asociación Integral Del Atrato Cocomacia El|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Asociación Integral Del Atrato Cocomacia El|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Unión Cuity|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Unión Cuity|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Unión Cuity|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021||Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Atrato Medio|Atrato Medio, Chocó|5.989716400000001|-76.7336521|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Bojaya|Bojaya, Chocó|6.5213281|-76.9728457|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Chocó|AT N° 016-2021 ANT-Vigia del Fuerte CHO-Atrato Medio y Bojayá_ of.pdf|2021|Guerrillas|Vigía del Fuerte|Vigía del Fuerte, Chocó|6.588654099999999|-76.896277|Post-Agreement (2017-2022)
Ejército De Liberación Nacional|Bolívar|AT N° 018-2021 BOL- Arenal, Montecristo, Morales y Santa Rosa del Sur of.pdf|2021|Guerrillas|Arenal|Arenal, Bolívar|8.45917|-73.94093|Post-Agreement (2017-2022)
